country,date,cases
Peru,06/28/20,279419
Peru,06/29/20,282365
Peru,06/30/20,285213
Peru,07/01/20,288477
Peru,07/02/20,292004
Peru,07/03/20,295599
Peru,07/04/20,299080
Peru,07/05/20,302718
Peru,07/06/20,305703
Peru,07/07/20,309278
Peru,07/08/20,312911
Peru,07/09/20,316448
Peru,07/10/20,319646
Peru,07/11/20,322710
Peru,07/12/20,326326
Peru,07/13/20,330123
Peru,07/14/20,333867
Peru,07/15/20,337751
Peru,07/16/20,341586
Peru,07/17/20,345537
Peru,07/18/20,349500
Peru,07/19/20,353590
Peru,07/20/20,357681
Peru,07/21/20,362087
Peru,07/22/20,366550
Peru,07/23/20,371096
Peru,07/24/20,375961
Peru,07/25/20,375961
Peru,07/26/20,375961
Peru,07/27/20,389717
Russia,01/22/20,0
Russia,01/23/20,0
Russia,01/24/20,0
Russia,01/25/20,0
Russia,01/26/20,0
Russia,01/27/20,0
Russia,01/28/20,0
Russia,01/29/20,0
Russia,01/30/20,0
Russia,01/31/20,2
Russia,02/01/20,2
Russia,02/02/20,2
Russia,02/03/20,2
Russia,02/04/20,2
Russia,02/05/20,2
Russia,02/06/20,2
Russia,02/07/20,2
Russia,02/08/20,2
Russia,02/09/20,2
Russia,02/10/20,2
Russia,02/11/20,2
Russia,02/12/20,2
Russia,02/13/20,2
Russia,02/14/20,2
Russia,02/15/20,2
Russia,02/16/20,2
Russia,02/17/20,2
Russia,02/18/20,2
Russia,02/19/20,2
Russia,02/20/20,2
Russia,02/21/20,2
Russia,02/22/20,2
Russia,02/23/20,2
Russia,02/24/20,2
Russia,02/25/20,2
Russia,02/26/20,2
Russia,02/27/20,2
Russia,02/28/20,2
Russia,02/29/20,2
Russia,03/01/20,2
Russia,03/02/20,3
Russia,03/03/20,3
Russia,03/04/20,3
Russia,03/05/20,4
Russia,03/06/20,13
Russia,03/07/20,13
Russia,03/08/20,17
Russia,03/09/20,17
Russia,03/10/20,20
Russia,03/11/20,20
Russia,03/12/20,28
Russia,03/13/20,45
Russia,03/14/20,59
Russia,03/15/20,63
Russia,03/16/20,90
Russia,03/17/20,114
Russia,03/18/20,147
Russia,03/19/20,199
Russia,03/20/20,253
Russia,03/21/20,306
Russia,03/22/20,367
Russia,03/23/20,438
Russia,03/24/20,495
Russia,03/25/20,658
Russia,03/26/20,840
Russia,03/27/20,1036
Russia,03/28/20,1264
Russia,03/29/20,1534
Russia,03/30/20,1836
Russia,03/31/20,2337
Russia,04/01/20,2777
Russia,04/02/20,3548
Russia,04/03/20,4149
Russia,04/04/20,4731
Russia,04/05/20,5389
Russia,04/06/20,6343
Russia,04/07/20,7497
Russia,04/08/20,8672
Russia,04/09/20,10131
Russia,04/10/20,11917
Russia,04/11/20,13584
Russia,04/12/20,15770
Russia,04/13/20,18328
Russia,04/14/20,21102
Russia,04/15/20,24490
Russia,04/16/20,27938
Russia,04/17/20,32008
Russia,04/18/20,36793
Russia,04/19/20,42853
Russia,04/20/20,47121
Russia,04/21/20,52763
Russia,04/22/20,57999
Russia,04/23/20,62773
Russia,04/24/20,68622
Russia,04/25/20,74588
Russia,04/26/20,80949
Russia,04/27/20,87147
Russia,04/28/20,93558
Russia,04/29/20,99399
Russia,04/30/20,106498
Russia,05/01/20,114431
Russia,05/02/20,124054
Russia,05/03/20,134687
Russia,05/04/20,145268
Russia,05/05/20,155370
Russia,05/06/20,165929
Russia,05/07/20,177160
Russia,05/08/20,187859
Russia,05/09/20,198676
Russia,05/10/20,209688
Russia,05/11/20,221344
Russia,05/12/20,232243
Russia,05/13/20,242271
Russia,05/14/20,252245
Russia,05/15/20,262843
Russia,05/16/20,272043
Russia,05/17/20,281752
Russia,05/18/20,290678
Russia,05/19/20,299941
Russia,05/20/20,308705
Russia,05/21/20,317554
Russia,05/22/20,326448
Russia,05/23/20,335882
Russia,05/24/20,344481
Russia,05/25/20,353427
Russia,05/26/20,362342
Russia,05/27/20,370680
Russia,05/28/20,379051
Russia,05/29/20,387623
Russia,05/30/20,396575
Russia,05/31/20,405843
Russia,06/01/20,414328
Russia,06/02/20,423186
Russia,06/03/20,431715
Russia,06/04/20,440538
Russia,06/05/20,449256
Russia,06/06/20,458102
Russia,06/07/20,467073
Russia,06/08/20,476043
Russia,06/09/20,484630
Russia,06/10/20,493023
Russia,06/11/20,501800
Russia,06/12/20,510761
Russia,06/13/20,519458
Russia,06/14/20,528267
Russia,06/15/20,536484
Russia,06/16/20,544725
Russia,06/17/20,552549
Russia,06/18/20,560321
Russia,06/19/20,568292
Russia,06/20/20,576162
Russia,06/21/20,583879
Russia,06/22/20,591465
Russia,06/23/20,598878
Russia,06/24/20,606043
Russia,06/25/20,613148
Russia,06/26/20,619936
Russia,06/27/20,626779
Russia,06/28/20,633563
Russia,06/29/20,640246
Russia,06/30/20,646929
Russia,07/01/20,653479
Russia,07/02/20,660231
Russia,07/03/20,666941
Russia,07/04/20,673564
Russia,07/05/20,680283
Russia,07/06/20,686852
Russia,07/07/20,693215
Russia,07/08/20,699749
Russia,07/09/20,706240
Russia,07/10/20,712863
Russia,07/11/20,719449
Russia,07/12/20,726036
Russia,07/13/20,732547
Russia,07/14/20,738787
Russia,07/15/20,745197
Russia,07/16/20,751612
Russia,07/17/20,758001
Russia,07/18/20,764215
Russia,07/19/20,770311
Russia,07/20/20,776212
Russia,07/21/20,782040
Russia,07/22/20,787890
Russia,07/23/20,793720
Russia,07/24/20,799499
Russia,07/25/20,805332
Russia,07/26/20,811073
Russia,07/27/20,816680
South Africa,01/22/20,0
South Africa,01/23/20,0
South Africa,01/24/20,0
South Africa,01/25/20,0
South Africa,01/26/20,0
South Africa,01/27/20,0
South Africa,01/28/20,0
South Africa,01/29/20,0
South Africa,01/30/20,0
South Africa,01/31/20,0
South Africa,02/01/20,0
South Africa,02/02/20,0
South Africa,02/03/20,0
South Africa,02/04/20,0
South Africa,02/05/20,0
South Africa,02/06/20,0
South Africa,02/07/20,0
South Africa,02/08/20,0
South Africa,02/09/20,0
South Africa,02/10/20,0
South Africa,02/11/20,0
South Africa,02/12/20,0
South Africa,02/13/20,0
South Africa,02/14/20,0
South Africa,02/15/20,0
South Africa,02/16/20,0
South Africa,02/17/20,0
South Africa,02/18/20,0
South Africa,02/19/20,0
South Africa,02/20/20,0
South Africa,02/21/20,0
South Africa,02/22/20,0
South Africa,02/23/20,0
South Africa,02/24/20,0
South Africa,02/25/20,0
South Africa,02/26/20,0
South Africa,02/27/20,0
South Africa,02/28/20,0
South Africa,02/29/20,0
South Africa,03/01/20,0
South Africa,03/02/20,0
South Africa,03/03/20,0
South Africa,03/04/20,0
South Africa,03/05/20,1
South Africa,03/06/20,1
South Africa,03/07/20,1
South Africa,03/08/20,3
South Africa,03/09/20,3
South Africa,03/10/20,7
South Africa,03/11/20,13
South Africa,03/12/20,17
South Africa,03/13/20,24
South Africa,03/14/20,38
South Africa,03/15/20,51
South Africa,03/16/20,62
South Africa,03/17/20,62
South Africa,03/18/20,116
South Africa,03/19/20,150
South Africa,03/20/20,202
South Africa,03/21/20,240
South Africa,03/22/20,274
South Africa,03/23/20,402
South Africa,03/24/20,554
South Africa,03/25/20,709
South Africa,03/26/20,927
South Africa,03/27/20,1170
South Africa,03/28/20,1187
South Africa,03/29/20,1280
South Africa,03/30/20,1326
South Africa,03/31/20,1353
South Africa,04/01/20,1380
South Africa,04/02/20,1462
South Africa,04/03/20,1505
South Africa,04/04/20,1585
South Africa,04/05/20,1655
South Africa,04/06/20,1686
South Africa,04/07/20,1749
South Africa,04/08/20,1845
South Africa,04/09/20,1934
South Africa,04/10/20,2003
South Africa,04/11/20,2028
South Africa,04/12/20,2173
South Africa,04/13/20,2272
South Africa,04/14/20,2415
South Africa,04/15/20,2506
South Africa,04/16/20,2605
South Africa,04/17/20,2783
South Africa,04/18/20,3034
South Africa,04/19/20,3158
South Africa,04/20/20,3300
South Africa,04/21/20,3465
South Africa,04/22/20,3635
South Africa,04/23/20,3953
South Africa,04/24/20,4220
South Africa,04/25/20,4361
South Africa,04/26/20,4546
South Africa,04/27/20,4793
South Africa,04/28/20,4996
South Africa,04/29/20,5350
South Africa,04/30/20,5647
South Africa,05/01/20,5951
South Africa,05/02/20,6336
South Africa,05/03/20,6783
South Africa,05/04/20,7220
South Africa,05/05/20,7572
South Africa,05/06/20,7808
South Africa,05/07/20,8232
South Africa,05/08/20,8895
South Africa,05/09/20,9420
South Africa,05/10/20,10015
South Africa,05/11/20,10652
South Africa,05/12/20,11350
South Africa,05/13/20,12074
South Africa,05/14/20,12739
South Africa,05/15/20,13524
South Africa,05/16/20,14355
South Africa,05/17/20,15515
South Africa,05/18/20,16433
South Africa,05/19/20,17200
South Africa,05/20/20,18003
South Africa,05/21/20,19137
South Africa,05/22/20,20125
South Africa,05/23/20,21343
South Africa,05/24/20,22583
South Africa,05/25/20,23615
South Africa,05/26/20,24264
South Africa,05/27/20,25937
South Africa,05/28/20,27403
South Africa,05/29/20,29240
South Africa,05/30/20,30967
South Africa,05/31/20,32683
South Africa,06/01/20,34357
South Africa,06/02/20,35812
South Africa,06/03/20,37525
South Africa,06/04/20,40792
South Africa,06/05/20,43434
South Africa,06/06/20,45973
South Africa,06/07/20,48285
South Africa,06/08/20,50879
South Africa,06/09/20,52991
South Africa,06/10/20,55421
South Africa,06/11/20,58568
South Africa,06/12/20,61927
South Africa,06/13/20,65736
South Africa,06/14/20,70038
South Africa,06/15/20,73533
South Africa,06/16/20,76334
South Africa,06/17/20,80412
South Africa,06/18/20,83890
South Africa,06/19/20,87715
South Africa,06/20/20,92681
South Africa,06/21/20,97302
South Africa,06/22/20,101590
South Africa,06/23/20,106108
South Africa,06/24/20,111796
South Africa,06/25/20,118375
South Africa,06/26/20,124590
South Africa,06/27/20,131800
South Africa,06/28/20,138134
South Africa,06/29/20,144264
South Africa,06/30/20,151209
South Africa,07/01/20,159333
South Africa,07/02/20,168061
South Africa,07/03/20,177124
South Africa,07/04/20,187977
South Africa,07/05/20,196750
South Africa,07/06/20,205721
South Africa,07/07/20,215855
South Africa,07/08/20,224665
South Africa,07/09/20,238339
South Africa,07/10/20,250687
South Africa,07/11/20,264184
South Africa,07/12/20,276242
South Africa,07/13/20,287796
South Africa,07/14/20,298292
South Africa,07/15/20,311049
South Africa,07/16/20,324221
South Africa,07/17/20,337594
South Africa,07/18/20,350879
South Africa,07/19/20,364328
South Africa,07/20/20,373628
South Africa,07/21/20,381798
South Africa,07/22/20,394948
South Africa,07/23/20,408052
South Africa,07/24/20,421996
South Africa,07/25/20,434200
South Africa,07/26/20,445433
South Africa,07/27/20,452529
United Kingdom,01/22/20,0
United Kingdom,01/23/20,0
United Kingdom,01/24/20,0
United Kingdom,01/25/20,0
United Kingdom,01/26/20,0
United Kingdom,01/27/20,0
United Kingdom,01/28/20,0
United Kingdom,01/29/20,0
United Kingdom,01/30/20,0
United Kingdom,01/31/20,2
United Kingdom,02/01/20,2
United Kingdom,02/02/20,2
United Kingdom,02/03/20,8
United Kingdom,02/04/20,8
United Kingdom,02/05/20,9
United Kingdom,02/06/20,9
United Kingdom,02/07/20,9
United Kingdom,02/08/20,13
United Kingdom,02/09/20,14
United Kingdom,02/10/20,14
United Kingdom,02/11/20,15
United Kingdom,02/12/20,16
United Kingdom,02/13/20,17
United Kingdom,02/14/20,18
United Kingdom,02/15/20,18
United Kingdom,02/16/20,18
United Kingdom,02/17/20,19
United Kingdom,02/18/20,19
United Kingdom,02/19/20,20
United Kingdom,02/20/20,22
United Kingdom,02/21/20,23
United Kingdom,02/22/20,23
United Kingdom,02/23/20,28
United Kingdom,02/24/20,30
United Kingdom,02/25/20,34
United Kingdom,02/26/20,37
United Kingdom,02/27/20,44
United Kingdom,02/28/20,56
United Kingdom,02/29/20,61
United Kingdom,03/01/20,94
United Kingdom,03/02/20,134
United Kingdom,03/03/20,189
United Kingdom,03/04/20,246
United Kingdom,03/05/20,295
United Kingdom,03/06/20,374
United Kingdom,03/07/20,429
United Kingdom,03/08/20,483
United Kingdom,03/09/20,630
United Kingdom,03/10/20,889
United Kingdom,03/11/20,1301
United Kingdom,03/12/20,1790
United Kingdom,03/13/20,2270
United Kingdom,03/14/20,2634
United Kingdom,03/15/20,3077
United Kingdom,03/16/20,3692
United Kingdom,03/17/20,4462
United Kingdom,03/18/20,5467
United Kingdom,03/19/20,6533
United Kingdom,03/20/20,7791
United Kingdom,03/21/20,9006
United Kingdom,03/22/20,10395
United Kingdom,03/23/20,12744
United Kingdom,03/24/20,15126
United Kingdom,03/25/20,17843
United Kingdom,03/26/20,20970
United Kingdom,03/27/20,24219
United Kingdom,03/28/20,27062
United Kingdom,03/29/20,29954
United Kingdom,03/30/20,34281
United Kingdom,03/31/20,38815
United Kingdom,04/01/20,43789
United Kingdom,04/02/20,48718
United Kingdom,04/03/20,53699
United Kingdom,04/04/20,57772
United Kingdom,04/05/20,61422
United Kingdom,04/06/20,66738
United Kingdom,04/07/20,72224
United Kingdom,04/08/20,77387
United Kingdom,04/09/20,82293
United Kingdom,04/10/20,86660
United Kingdom,04/11/20,90273
United Kingdom,04/12/20,93812
United Kingdom,04/13/20,98017
United Kingdom,04/14/20,102365
United Kingdom,04/15/20,107465
United Kingdom,04/16/20,112808
United Kingdom,04/17/20,117798
United Kingdom,04/18/20,122534
United Kingdom,04/19/20,126394
United Kingdom,04/20/20,131260
United Kingdom,04/21/20,136035
United Kingdom,04/22/20,141540
United Kingdom,04/23/20,146708
United Kingdom,04/24/20,151689
United Kingdom,04/25/20,155453
United Kingdom,04/26/20,158926
United Kingdom,04/27/20,163630
United Kingdom,04/28/20,168357
United Kingdom,04/29/20,173807
United Kingdom,04/30/20,178771
United Kingdom,05/01/20,183501
United Kingdom,05/02/20,186731
United Kingdom,05/03/20,189708
United Kingdom,05/04/20,193091
United Kingdom,05/05/20,196780
United Kingdom,05/06/20,200616
United Kingdom,05/07/20,204387
United Kingdom,05/08/20,207439
United Kingdom,05/09/20,209589
United Kingdom,05/10/20,211911
United Kingdom,05/11/20,215500
United Kingdom,05/12/20,218895
United Kingdom,05/13/20,222195
United Kingdom,05/14/20,224813
United Kingdom,05/15/20,227334
United Kingdom,05/16/20,229406
United Kingdom,05/17/20,231232
United Kingdom,05/18/20,233809
United Kingdom,05/19/20,236867
United Kingdom,05/20/20,239579
United Kingdom,05/21/20,242133
United Kingdom,05/22/20,244174
United Kingdom,05/23/20,245682
United Kingdom,05/24/20,247037
United Kingdom,05/25/20,248650
United Kingdom,05/26/20,250309
United Kingdom,05/27/20,252118
United Kingdom,05/28/20,253854
United Kingdom,05/29/20,255362
United Kingdom,05/30/20,256469
United Kingdom,05/31/20,257539
United Kingdom,06/01/20,258983
United Kingdom,06/02/20,260453
United Kingdom,06/03/20,261802
United Kingdom,06/04/20,263040
United Kingdom,06/05/20,264150
United Kingdom,06/06/20,264944
United Kingdom,06/07/20,265662
United Kingdom,06/08/20,266756
United Kingdom,06/09/20,267915
United Kingdom,06/10/20,269101
United Kingdom,06/11/20,270108
United Kingdom,06/12/20,271162
United Kingdom,06/13/20,272050
United Kingdom,06/14/20,272857
United Kingdom,06/15/20,273888
United Kingdom,06/16/20,274971
United Kingdom,06/17/20,275970
United Kingdom,06/18/20,276990
United Kingdom,06/19/20,277974
United Kingdom,06/20/20,278640
United Kingdom,06/21/20,279264
United Kingdom,06/22/20,280156
United Kingdom,06/23/20,281038
United Kingdom,06/24/20,281815
United Kingdom,06/25/20,282512
United Kingdom,06/26/20,283151
United Kingdom,06/27/20,283785
United Kingdom,06/28/20,284192
United Kingdom,06/29/20,284812
United Kingdom,06/30/20,285216
United Kingdom,07/01/20,285279
United Kingdom,07/02/20,285285
United Kingdom,07/03/20,285787
United Kingdom,07/04/20,286412
United Kingdom,07/05/20,286931
United Kingdom,07/06/20,287290
United Kingdom,07/07/20,287874
United Kingdom,07/08/20,288511
United Kingdom,07/09/20,289154
United Kingdom,07/10/20,289678
United Kingdom,07/11/20,290504
United Kingdom,07/12/20,291154
United Kingdom,07/13/20,291691
United Kingdom,07/14/20,292931
United Kingdom,07/15/20,293469
United Kingdom,07/16/20,294116
United Kingdom,07/17/20,294803
United Kingdom,07/18/20,295632
United Kingdom,07/19/20,296358
United Kingdom,07/20/20,296944
United Kingdom,07/21/20,297389
United Kingdom,07/22/20,297952
United Kingdom,07/23/20,298731
United Kingdom,07/24/20,299500
United Kingdom,07/25/20,300270
United Kingdom,07/26/20,301020
United Kingdom,07/27/20,301708
US,01/22/20,1
US,01/23/20,1
US,01/24/20,2
US,01/25/20,2
US,01/26/20,5
US,01/27/20,5
US,01/28/20,5
US,01/29/20,5
US,01/30/20,5
US,01/31/20,7
US,02/01/20,8
US,02/02/20,8
US,02/03/20,11
US,02/04/20,11
US,02/05/20,11
US,02/06/20,11
US,02/07/20,11
US,02/08/20,11
US,02/09/20,11
US,02/10/20,11
US,02/11/20,12
US,02/12/20,12
US,02/13/20,13
US,02/14/20,13
US,02/15/20,13
US,02/16/20,13
US,02/17/20,13
US,02/18/20,13
US,02/19/20,13
US,02/20/20,13
US,02/21/20,15
US,02/22/20,15
US,02/23/20,15
US,02/24/20,15
US,02/25/20,15
US,02/26/20,15
US,02/27/20,16
US,02/28/20,16
US,02/29/20,24
US,03/01/20,30
US,03/02/20,53
US,03/03/20,73
US,03/04/20,104
US,03/05/20,174
US,03/06/20,222
US,03/07/20,337
US,03/08/20,451
US,03/09/20,519
US,03/10/20,711
US,03/11/20,1109
US,03/12/20,1561
US,03/13/20,2157
US,03/14/20,2870
US,03/15/20,2968
US,03/16/20,4360
US,03/17/20,6141
US,03/18/20,8917
US,03/19/20,14157
US,03/20/20,19479
US,03/21/20,25825
US,03/22/20,33761
US,03/23/20,43850
US,03/24/20,54112
US,03/25/20,66055
US,03/26/20,84091
US,03/27/20,102276
US,03/28/20,122069
US,03/29/20,141205
US,03/30/20,162707
US,03/31/20,188724
US,04/01/20,214205
US,04/02/20,244610
US,04/03/20,276547
US,04/04/20,309699
US,04/05/20,337573
US,04/06/20,367215
US,04/07/20,397992
US,04/08/20,429686
US,04/09/20,464442
US,04/10/20,497943
US,04/11/20,527969
US,04/12/20,556522
US,04/13/20,581813
US,04/14/20,608878
US,04/15/20,637974
US,04/16/20,669272
US,04/17/20,701996
US,04/18/20,730337
US,04/19/20,756375
US,04/20/20,783716
US,04/21/20,809318
US,04/22/20,837422
US,04/23/20,871617
US,04/24/20,907908
US,04/25/20,940829
US,04/26/20,968518
US,04/27/20,990983
US,04/28/20,1015518
US,04/29/20,1043038
US,04/30/20,1072667
US,05/01/20,1106829
US,05/02/20,1136024
US,05/03/20,1161611
US,05/04/20,1184086
US,05/05/20,1208271
US,05/06/20,1233527
US,05/07/20,1261409
US,05/08/20,1288587
US,05/09/20,1314320
US,05/10/20,1334084
US,05/11/20,1352962
US,05/12/20,1375152
US,05/13/20,1396110
US,05/14/20,1423727
US,05/15/20,1449027
US,05/16/20,1474128
US,05/17/20,1493132
US,05/18/20,1514901
US,05/19/20,1535350
US,05/20/20,1559157
US,05/21/20,1584512
US,05/22/20,1608653
US,05/23/20,1630476
US,05/24/20,1651289
US,05/25/20,1670280
US,05/26/20,1689163
US,05/27/20,1707445
US,05/28/20,1730260
US,05/29/20,1754764
US,05/30/20,1779214
US,05/31/20,1799124
US,06/01/20,1816479
US,06/02/20,1837374
US,06/03/20,1857332
US,06/04/20,1878683
US,06/05/20,1903907
US,06/06/20,1926639
US,06/07/20,1944370
US,06/08/20,1961785
US,06/09/20,1979912
US,06/10/20,2000706
US,06/11/20,2023656
US,06/12/20,2048986
US,06/13/20,2074542
US,06/14/20,2094366
US,06/15/20,2114026
US,06/16/20,2137731
US,06/17/20,2163290
US,06/18/20,2191099
US,06/19/20,2222579
US,06/20/20,2255328
US,06/21/20,2281767
US,06/22/20,2312303
US,06/23/20,2347491
US,06/24/20,2382426
US,06/25/20,2422299
US,06/26/20,2467554
US,06/27/20,2510259
US,06/28/20,2549864
US,06/29/20,2590668
US,06/30/20,2636414
US,07/01/20,2687588
US,07/02/20,2742049
US,07/03/20,2795361
US,07/04/20,2841241
US,07/05/20,2891124
US,07/06/20,2936077
US,07/07/20,2996098
US,07/08/20,3054699
US,07/09/20,3117946
US,07/10/20,3185737
US,07/11/20,3245925
US,07/12/20,3304942
US,07/13/20,3364157
US,07/14/20,3431574
US,07/15/20,3498902
US,07/16/20,3576157
US,07/17/20,3647715
US,07/18/20,3711413
US,07/19/20,3773260
US,07/20/20,3834677
US,07/21/20,3899211
US,07/22/20,3970121
US,07/23/20,4038816
US,07/24/20,4112531
US,07/25/20,4178970
US,07/26/20,4233923
US,07/27/20,4290259
