country,date,deaths,daily_deaths
United Kingdom,03/19/20,159,43
United Kingdom,03/20/20,195,36
United Kingdom,03/21/20,251,56
United Kingdom,03/22/20,286,35
United Kingdom,03/23/20,360,74
United Kingdom,03/24/20,509,149
United Kingdom,03/25/20,696,187
United Kingdom,03/26/20,880,184
United Kingdom,03/27/20,1164,284
United Kingdom,03/28/20,1458,294
United Kingdom,03/29/20,1673,215
United Kingdom,03/30/20,2047,374
United Kingdom,03/31/20,2430,383
United Kingdom,04/01/20,3101,671
United Kingdom,04/02/20,3753,652
United Kingdom,04/03/20,4468,715
United Kingdom,04/04/20,5229,761
United Kingdom,04/05/20,5875,646
United Kingdom,04/06/20,6446,571
United Kingdom,04/07/20,7484,1038
United Kingdom,04/08/20,8520,1036
United Kingdom,04/09/20,9631,1111
United Kingdom,04/10/20,10784,1153
United Kingdom,04/11/20,11625,841
United Kingdom,04/12/20,12311,686
United Kingdom,04/13/20,13056,745
United Kingdom,04/14/20,14107,1051
United Kingdom,04/15/20,14953,846
United Kingdom,04/16/20,15986,1033
United Kingdom,04/17/20,16923,937
United Kingdom,04/18/20,18041,1118
United Kingdom,04/19/20,18540,499
United Kingdom,04/20/20,19105,565
United Kingdom,04/21/20,20278,1173
United Kingdom,04/22/20,21125,847
United Kingdom,04/23/20,21854,729
United Kingdom,04/24/20,22868,1014
United Kingdom,04/25/20,23712,844
United Kingdom,04/26/20,24132,420
United Kingdom,04/27/20,24473,341
United Kingdom,04/28/20,25386,913
United Kingdom,04/29/20,26183,797
United Kingdom,04/30/20,26859,676
United Kingdom,05/01/20,27601,742
United Kingdom,05/02/20,28223,622
United Kingdom,05/03/20,28538,315
United Kingdom,05/04/20,28827,289
United Kingdom,05/05/20,29520,693
United Kingdom,05/06/20,30172,652
United Kingdom,05/07/20,30712,540
United Kingdom,05/08/20,31340,628
United Kingdom,05/09/20,31685,345
United Kingdom,05/10/20,31954,269
United Kingdom,05/11/20,32166,212
United Kingdom,05/12/20,32797,631
United Kingdom,05/13/20,33294,497
United Kingdom,05/14/20,33723,429
United Kingdom,05/15/20,34108,385
United Kingdom,05/16/20,34588,480
United Kingdom,05/17/20,34758,170
United Kingdom,05/18/20,34918,160
United Kingdom,05/19/20,35467,549
United Kingdom,05/20/20,35837,370
United Kingdom,05/21/20,36175,338
United Kingdom,05/22/20,36533,358
United Kingdom,05/23/20,36816,283
United Kingdom,05/24/20,37257,441
United Kingdom,05/25/20,37379,122
United Kingdom,05/26/20,37515,136
United Kingdom,05/27/20,37958,443
United Kingdom,05/28/20,38374,416
United Kingdom,05/29/20,38747,373
United Kingdom,05/30/20,38977,230
United Kingdom,05/31/20,39092,115
United Kingdom,06/01/20,39203,111
United Kingdom,06/02/20,39530,327
United Kingdom,06/03/20,39895,365
United Kingdom,06/04/20,40072,177
United Kingdom,06/05/20,40430,358
United Kingdom,06/06/20,40637,207
United Kingdom,06/07/20,40714,77
United Kingdom,06/08/20,40769,55
United Kingdom,06/09/20,41060,291
United Kingdom,06/10/20,41310,250
United Kingdom,06/11/20,41462,152
United Kingdom,06/12/20,41666,204
United Kingdom,06/13/20,41849,183
United Kingdom,06/14/20,41885,36
United Kingdom,06/15/20,41923,38
United Kingdom,06/16/20,42159,236
United Kingdom,06/17/20,42343,184
United Kingdom,06/18/20,42480,137
United Kingdom,06/19/20,42653,173
United Kingdom,06/20/20,42783,130
United Kingdom,06/21/20,42826,43
United Kingdom,06/22/20,42840,14
United Kingdom,06/23/20,43011,171
United Kingdom,06/24/20,43165,154
United Kingdom,06/25/20,43314,149
United Kingdom,06/26/20,43498,184
United Kingdom,06/27/20,43598,100
United Kingdom,06/28/20,43634,36
United Kingdom,06/29/20,43659,25
United Kingdom,06/30/20,43815,156
United Kingdom,07/01/20,43991,176
United Kingdom,07/02/20,44080,89
United Kingdom,07/03/20,44216,136
United Kingdom,07/04/20,44283,67
United Kingdom,07/05/20,44305,22
United Kingdom,07/06/20,44321,16
United Kingdom,07/07/20,44476,155
United Kingdom,07/08/20,44602,126
United Kingdom,07/09/20,44687,85
United Kingdom,07/10/20,44735,48
United Kingdom,07/11/20,44883,148
United Kingdom,07/12/20,44904,21
United Kingdom,07/13/20,44915,11
United Kingdom,07/14/20,45053,138
United Kingdom,07/15/20,45138,85
United Kingdom,07/16/20,45204,66
United Kingdom,07/17/20,45318,114
United Kingdom,07/18/20,45358,40
United Kingdom,07/19/20,45385,27
United Kingdom,07/20/20,45397,12
United Kingdom,07/21/20,45507,110
United Kingdom,07/22/20,45586,79
United Kingdom,07/23/20,45639,53
United Kingdom,07/24/20,45762,123
United Kingdom,07/25/20,45823,61
United Kingdom,07/26/20,45837,14
United Kingdom,07/27/20,45844,7
US,03/01/20,1,0
US,03/02/20,6,5
US,03/03/20,7,1
US,03/04/20,11,4
US,03/05/20,12,1
US,03/06/20,14,2
US,03/07/20,17,3
US,03/08/20,21,4
US,03/09/20,22,1
US,03/10/20,28,6
US,03/11/20,33,5
US,03/12/20,43,10
US,03/13/20,52,9
US,03/14/20,58,6
US,03/15/20,70,12
US,03/16/20,97,27
US,03/17/20,131,34
US,03/18/20,188,57
US,03/19/20,265,77
US,03/20/20,362,97
US,03/21/20,456,94
US,03/22/20,601,145
US,03/23/20,784,183
US,03/24/20,1021,237
US,03/25/20,1333,312
US,03/26/20,1746,413
US,03/27/20,2300,554
US,03/28/20,2934,634
US,03/29/20,3561,627
US,03/30/20,4381,820
US,03/31/20,5605,1224
US,04/01/20,6846,1241
US,04/02/20,8432,1586
US,04/03/20,9747,1315
US,04/04/20,11031,1284
US,04/05/20,12470,1439
US,04/06/20,14138,1668
US,04/07/20,16447,2309
US,04/08/20,18563,2116
US,04/09/20,20638,2075
US,04/10/20,22731,2093
US,04/11/20,24777,2046
US,04/12/20,26548,1771
US,04/13/20,28376,1828
US,04/14/20,30780,2404
US,04/15/20,33329,2549
US,04/16/20,35442,2113
US,04/17/20,38056,2614
US,04/18/20,40442,2386
US,04/19/20,41671,1229
US,04/20/20,43466,1795
US,04/21/20,45923,2457
US,04/22/20,48312,2389
US,04/23/20,50749,2437
US,04/24/20,52867,2118
US,04/25/20,54517,1650
US,04/26/20,55810,1293
US,04/27/20,57235,1425
US,04/28/20,59454,2219
US,04/29/20,61960,2506
US,04/30/20,64256,2296
US,05/01/20,66125,1869
US,05/02/20,67681,1556
US,05/03/20,68777,1096
US,05/04/20,70086,1309
US,05/05/20,72393,2307
US,05/06/20,74851,2458
US,05/07/20,76770,1919
US,05/08/20,78497,1727
US,05/09/20,79976,1479
US,05/10/20,80855,879
US,05/11/20,81868,1013
US,05/12/20,83483,1615
US,05/13/20,85234,1751
US,05/14/20,87008,1774
US,05/15/20,88669,1661
US,05/16/20,89892,1223
US,05/17/20,90644,752
US,05/18/20,91414,770
US,05/19/20,92965,1551
US,05/20/20,94533,1568
US,05/21/20,95756,1223
US,05/22/20,97025,1269
US,05/23/20,98146,1121
US,05/24/20,98754,608
US,05/25/20,99267,513
US,05/26/20,99952,685
US,05/27/20,101461,1509
US,05/28/20,102643,1182
US,05/29/20,103809,1166
US,05/30/20,104778,969
US,05/31/20,105364,586
US,06/01/20,106136,772
US,06/02/20,107169,1033
US,06/03/20,108159,990
US,06/04/20,109168,1009
US,06/05/20,110138,970
US,06/06/20,110818,680
US,06/07/20,111269,451
US,06/08/20,111774,505
US,06/09/20,112714,940
US,06/10/20,113631,917
US,06/11/20,114512,881
US,06/12/20,115334,822
US,06/13/20,116084,750
US,06/14/20,116382,298
US,06/15/20,116773,391
US,06/16/20,117612,839
US,06/17/20,118363,751
US,06/18/20,119067,704
US,06/19/20,119739,672
US,06/20/20,120349,610
US,06/21/20,120604,255
US,06/22/20,121010,406
US,06/23/20,121847,837
US,06/24/20,122604,757
US,06/25/20,125026,2422
US,06/26/20,125631,605
US,06/27/20,126120,489
US,06/28/20,126361,241
US,06/29/20,126711,350
US,06/30/20,127432,721
US,07/01/20,128105,673
US,07/02/20,128803,698
US,07/03/20,129442,639
US,07/04/20,129689,247
US,07/05/20,129960,271
US,07/06/20,130285,325
US,07/07/20,131480,1195
US,07/08/20,132300,820
US,07/09/20,133290,990
US,07/10/20,134101,811
US,07/11/20,134777,676
US,07/12/20,135205,428
US,07/13/20,135566,361
US,07/14/20,136466,900
US,07/15/20,137415,949
US,07/16/20,138358,943
US,07/17/20,139266,908
US,07/18/20,140119,853
US,07/19/20,140534,415
US,07/20/20,141025,491
US,07/21/20,142121,1096
US,07/22/20,143316,1195
US,07/23/20,144430,1114
US,07/24/20,145560,1130
US,07/25/20,146465,905
US,07/26/20,146935,470
US,07/27/20,148012,1077
